data_evento,categoria_evento,operacao,entrada_saida,ticker,ativo_nome,instituicao,quantidade,preco_unitario,valor_total,impacto_caixa,impacto_posicao,impacto_custo_medio,status_importacao
2026-04-08,rendimento,RENDIMENTO,CREDITO,LVBI11,FII LVBI VBI,GENIAL INSTITUCIONAL CCTVM S.A.,3,0.75,2.25,aumenta,sem alteração,não altera,OK
2026-04-08,rendimento,RENDIMENTO,CREDITO,PORD11,POLO CREDITO IMOBILIARIO - FII,BANCO BTG PACTUAL S.A.,31,0.098,3.03,aumenta,sem alteração,não altera,OK
2026-04-08,rendimento,RENDIMENTO,CREDITO,RZTR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,BANCO BTG PACTUAL S.A.,3,1,3,aumenta,sem alteração,não altera,OK
2026-04-08,rendimento,RENDIMENTO,CREDITO,RZTR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,GENIAL INSTITUCIONAL CCTVM S.A.,3,1,3,aumenta,sem alteração,não altera,OK
2026-04-01,juros sobre capital próprio,JCP,CREDITO,ITSA4,ITAUSA S.A.,BANCO BTG PACTUAL S.A.,5,0.024,0.1,aumenta,sem alteração,não altera,OK
2026-04-01,juros sobre capital próprio,JCP,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,1,0.018,0.01,aumenta,sem alteração,não altera,OK
2026-03-27,rendimento,RENDIMENTO,CREDITO,BCIA11,BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.86,3.44,aumenta,sem alteração,não altera,OK
2026-03-25,rendimento,RENDIMENTO,CREDITO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.15,6,aumenta,sem alteração,não altera,OK
2026-03-23,rendimento,RENDIMENTO,CREDITO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.09,4.41,aumenta,sem alteração,não altera,OK
2026-03-20,rendimento,RENDIMENTO,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.009,0.01,aumenta,sem alteração,não altera,OK
2026-03-20,rendimento,RENDIMENTO,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.005,0.01,aumenta,sem alteração,não altera,OK
2026-03-20,dividendo,DIVIDENDO,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.296,0.59,aumenta,sem alteração,não altera,OK
2026-03-20,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S.A.,1,1.05,1.05,aumenta,sem alteração,não altera,OK
2026-03-20,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.05,5.25,aumenta,sem alteração,não altera,OK
2026-03-18,dividendo,DIVIDENDO,CREDITO,BMEB4,BCO MERCANTIL DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,1,0.051,0.05,aumenta,sem alteração,não altera,OK
2026-03-18,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2026-03-18,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,274,0.09,24.66,aumenta,sem alteração,não altera,OK
2026-03-17,rendimento,RENDIMENTO,CREDITO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,0.72,0.72,aumenta,sem alteração,não altera,OK
2026-03-16,rendimento,RENDIMENTO,CREDITO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,0.084,0.5,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,BBGO11,BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,5,0.85,4.25,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,0.41,0.41,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,3,0.17,0.51,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,58,0.17,9.86,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,HGCR11,PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT,NU INVEST CORRETORA DE VALORES S.A.,21,0.95,19.95,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,JSRE11,JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S.A.,1,0.48,0.48,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,JURO11,SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S.A.,1,1,1,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,10,0.1,1,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.1,4,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,RZAG11,FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB,BANCO BTG PACTUAL S.A.,6,0.12,0.72,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,BANCO BTG PACTUAL S.A.,10,0.08,0.8,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,50,0.08,4,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,TGAR11,FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,22,0.72,15.84,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,TRXF11,TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S.A.,1,0.93,0.93,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,VILG11,FII VINCI LG,BANCO BTG PACTUAL S.A.,1,0.82,0.82,aumenta,sem alteração,não altera,OK
2026-03-13,rendimento,RENDIMENTO,CREDITO,XPCI11,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,BANCO BTG PACTUAL S.A.,1,0.85,0.85,aumenta,sem alteração,não altera,OK
2026-03-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S.A.,1,0.95,0.95,aumenta,sem alteração,não altera,OK
2026-03-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,24,0.95,22.8,aumenta,sem alteração,não altera,OK
2026-03-12,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,1,1,aumenta,sem alteração,não altera,OK
2026-03-12,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1,4,aumenta,sem alteração,não altera,OK
2026-03-12,rendimento,RENDIMENTO,CREDITO,KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,1,1,1,aumenta,sem alteração,não altera,OK
2026-03-12,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,BANCO BTG PACTUAL S.A.,10,0.08,0.8,aumenta,sem alteração,não altera,OK
2026-03-12,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,550,0.08,44,aumenta,sem alteração,não altera,OK
2026-03-09,rendimento,RENDIMENTO,CREDITO,PATL11,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,0.57,0.57,aumenta,sem alteração,não altera,OK
2026-03-06,rendimento,RENDIMENTO,CREDITO,HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,7,1.2,8.4,aumenta,sem alteração,não altera,OK
2026-03-06,juros sobre capital próprio,JCP,CREDITO,ITSA4,ITAUSA S.A.,BANCO BTG PACTUAL S.A.,5,0.018,0.08,aumenta,sem alteração,não altera,OK
2026-03-05,rendimento,RENDIMENTO,CREDITO,BBAS3,BANCO DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,2,0.005,0.01,aumenta,sem alteração,não altera,OK
2026-03-04,dividendo,DIVIDENDO,CREDITO,VALE3,VALE S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,3,0.768,2.3,aumenta,sem alteração,não altera,OK
2026-03-02,dividendo,DIVIDENDO,CREDITO,BBSE3,BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,2,2.55,5.09,aumenta,sem alteração,não altera,OK
2026-03-02,juros sobre capital próprio,JCP,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,1,0.018,0.01,aumenta,sem alteração,não altera,OK
2026-02-27,rendimento,RENDIMENTO,CREDITO,BCIA11,BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.86,3.44,aumenta,sem alteração,não altera,OK
2026-02-25,rendimento,RENDIMENTO,CREDITO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.09,4.41,aumenta,sem alteração,não altera,OK
2026-02-25,rendimento,RENDIMENTO,CREDITO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.2,8,aumenta,sem alteração,não altera,OK
2026-02-24,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S.A.,1,1.1,1.1,aumenta,sem alteração,não altera,OK
2026-02-24,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,5.5,aumenta,sem alteração,não altera,OK
2026-02-20,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2026-02-20,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,274,0.09,24.66,aumenta,sem alteração,não altera,OK
2026-02-20,rendimento,RENDIMENTO,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.009,0.01,aumenta,sem alteração,não altera,OK
2026-02-19,rendimento,RENDIMENTO,CREDITO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,0.72,0.72,aumenta,sem alteração,não altera,OK
2026-02-18,rendimento,RENDIMENTO,CREDITO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,0.084,0.5,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,BBGO11,BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,5,0.96,4.8,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,0.41,0.41,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,3,0.16,0.48,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,58,0.16,9.28,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,HGCR11,PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT,NU INVEST CORRETORA DE VALORES S.A.,21,0.95,19.95,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,JSRE11,JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S.A.,1,0.48,0.48,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,JURO11,SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S.A.,1,1,1,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,10,0.1,1,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.1,4,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,RZAG11,FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB,BANCO BTG PACTUAL S.A.,6,0.12,0.72,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,BANCO BTG PACTUAL S.A.,10,0.075,0.75,aumenta,sem alteração,não altera,OK
